"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000027","GO:0000027","ribosomal large subunit assembly","12/1487","21/12151",1.09662611937536e-06,0.000206963256711204,0.00019728776118906,"BRIX1/MRPL20/MRTO4/NOP53/RPF2/RPL11/RPL23A/RPL3/RPL5/RPL6/RPLP0/RRS1",12
"GO:0006805","GO:0006805","xenobiotic metabolic process","21/1487","59/12151",3.08312578361693e-06,0.000533380760565729,0.000508445304666652,"AHR/AIP/BPHL/FMO1/LOC113982218/LOC113983773/LOC113988755/LOC113990467/LOC113990970/LOC113991029/LOC113991172/LOC113991360/LOC113991532/LOC113991534/LOC113996105/LOC113999589/LOC114002601/LOC114002602/LOC114002603/LOC114002604/MGST2",21
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","16/1487","38/12151",3.69268893905398e-06,0.000589694018267389,0.000562125927564493,"NDUFA12/NDUFA13/NDUFA5/NDUFA8/NDUFA9/NDUFAF1/NDUFB1/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFS6/NDUFV2",16
"GO:0000028","GO:0000028","ribosomal small subunit assembly","9/1487","14/12151",6.76367803667746e-06,0.00100295682886732,0.000956068775109296,"LOC113987193/RPS10/RPS14/RPS15/RPS19/RPS27L/RPS28/RPS5/RPSA",9
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","18/1487","49/12151",9.33909351449189e-06,0.00129253054240568,0.00123210496892946,"ACAD9/NDUFA12/NDUFA13/NDUFA5/NDUFA8/NDUFA9/NDUFAF1/NDUFAF7/NDUFB1/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFS6/NDUFV2",18
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","12/1487","26/12151",1.9979674046746e-05,0.00259236270756529,0.0024711702110449,"MRTO4/NOP16/NPM1/RPF2/RPL11/RPL14/RPL26L1/RPL35A/RPL5/RPL7/RRS1/SURF6",12
"GO:0002479","GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","18/1487","54/12151",4.2936958821862e-05,0.00524336038318738,0.0049982342157957,"B2M/CD36/CHUK/ITGAV/LOC113987247/LOC113995123/PDIA3/PSMA1/PSMA4/PSMA5/PSMA7/PSMB1/PSMB3/PSMB7/PSMD9/PSME3/VAMP3/VAMP8",18
"GO:0042738","GO:0042738","exogenous drug catabolic process","7/1487","11/12151",8.54479618821031e-05,0.00985499827040255,0.00939427885019613,"LOC113983773/LOC113988755/LOC113996105/LOC114002601/LOC114002602/LOC114002603/LOC114002604",7
"GO:0010499","GO:0010499","proteasomal ubiquitin-independent protein catabolic process","8/1487","15/12151",0.000143302345978155,0.0156576668552974,0.0149256737085281,"NFE2L2/PSMA1/PSMA4/PSMA5/PSMA7/PSMB1/PSMB3/PSMB7",8
"GO:0070268","GO:0070268","cornification","11/1487","27/12151",0.000177984845462396,0.0181275430487796,0.017280083628286,"DSG2/EVPL/LOC113982218/LOC113988074/LOC113988082/LOC113998962/LOC114000372/LOC114002150/PPL/ST14/TMEM79",11
"GO:0042573","GO:0042573","retinoic acid metabolic process","7/1487","12/12151",0.000183371100204418,0.0181275430487796,0.017280083628286,"ALDH1A2/BCO2/CRABP2/LOC113982218/LOC113983773/LOC113999589/SCPEP1",7
"GO:0035019","GO:0035019","somatic stem cell population maintenance","17/1487","56/12151",0.000254347292292775,0.0240011353999909,0.0228790865794458,"FOXP1/GATA2/LIG4/LOC113992333/POLR2B/POLR2D/POLR2G/POLR2H/POLR2J/POLR2K/RAF1/REST/SFRP1/SPI1/STAT3/ZFP36L2/ZHX2",17
"GO:0045047","GO:0045047","protein targeting to ER","7/1487","13/12151",0.000355339587127157,0.0307368742864991,0.0292999308683796,"SEC61A1/SEC61G/SPCS3/SRP14/SRP54/SRPRA/SRPRB",7
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","7/1487","13/12151",0.000355339587127157,0.0307368742864991,0.0292999308683796,"LOC113991172/LOC113997382/PLA2G1B/ROMO1/RPL30/RPL39/RPS19",7
"GO:0019058","GO:0019058","viral life cycle","11/1487","29/12151",0.000374320904173892,0.0310836078826,0.0296304547303965,"CHMP2A/CHMP2B/CHMP4C/CHMP5/CHMP6/LOC113999365/PCSK5/RPS27A/UBA52/VPS28/VPS37B",11
"GO:0008285","GO:0008285","negative regulation of cell population proliferation","59/1487","312/12151",0.000391246444308514,0.0312395237840183,0.0297790815910934,"ACKR3/ADORA2A/ALDH1A2/B4GALT1/BAK1/BMP4/BMP5/BTG2/CDC73/CDKN2C/CLDN3/CNOT7/COL18A1/COL4A3/EIF2AK1/ETS1/F2R/FOXO4/GLI3/GTPBP4/IFI35/IGFBP3/IGFBP7/ING2/INHBA/IRF1/IRF6/ITGA11/KLF11/LMNA/LOC113983275/LOC113988910/LOC113992817/LOC114000305/MSX1/NPM1/NTRK1/P3H1/P3H3/PDCD5/PEMT/PHB/PKD2/PODN/POU1F1/PTPN14/RAF1/RARB/REST/ROR2/SERPINE2/SFRP1/SKAP2/SMAD1/SRF/STK3/TOB1/TP53INP1/VDR",59
"GO:0042776","GO:0042776","mitochondrial ATP synthesis coupled proton transport","8/1487","17/12151",0.000431699552986523,0.0331928989629638,0.0316411368270824,"ATP5F1D/ATP5F1E/ATP5MC1/ATP5ME/ATP5MF/ATP5MG/ATP5PF/LOC114002434",8
"GO:0006754","GO:0006754","ATP biosynthetic process","9/1487","22/12151",0.000671278578342262,0.0480542871944322,0.0458077577961326,"ATP5F1D/ATP5F1E/ATP5MC1/ATP5ME/ATP5MF/ATP5MG/ATP5PF/LOC114002434/NUDT2",9
"GO:0046677","GO:0046677","response to antibiotic","9/1487","22/12151",0.000671278578342262,0.0480542871944322,0.0458077577961326,"CASP7/CASP8/ENDOG/HSP90AA1/LOC113987005/LOC113990875/MDM2/PPP2CB/RSRC1",9
"GO:0097202","GO:0097202","activation of cysteine-type endopeptidase activity","6/1487","11/12151",0.000888139993774681,0.0614592875692079,0.0585860767823299,"BAK1/CASP8/LGMN/LOC113988074/LOC113988082/RIPK2",6
"GO:0006635","GO:0006635","fatty acid beta-oxidation","13/1487","42/12151",0.00108431135702094,0.0726138831346925,0.0692191969846983,"ACAA2/ACAD11/ACADM/ACAT2/BDH2/CPT2/DECR1/ECHDC2/HADH/HADHA/HADHB/PEX7/SLC25A17",13
"GO:0030198","GO:0030198","extracellular matrix organization","41/1487","208/12151",0.00126545470797436,0.0804737004908779,0.0767115692743385,"ADAM12/ADAMTS18/B4GALT1/CCDC80/CCN1/COL14A1/COL18A1/COL4A3/COL4A4/COL9A3/DCN/EGFLAM/ERO1A/FBLN1/FBLN5/FN1/ITGA11/ITGA8/ITGAV/ITGB1/ITGB4/JAM3/KDR/LAMB3/LOC113988558/LOC113997171/LOC114000289/LOC114001849/LOX/LUM/MATN4/MFAP5/MMP2/MPZL3/NID1/OTOL1/PRDX4/SLC39A8/TGFBI/VCAN/VWF",41
"GO:0006457","GO:0006457","protein folding","29/1487","133/12151",0.0012792062216758,0.0804737004908779,0.0767115692743385,"ATF6/BAG4/CCT2/CCT4/CDC37L1/DERL1/DNLZ/ERO1A/FKBP5/GNAI2/HSP90AA1/LOC113994013/MKKS/NUDCD2/NUDCD3/P3H1/P4HB/PDIA3/PDIA4/PDRG1/PFDN1/PFDN2/PFDN5/PPIB/PPIC/PPIG/PRKCSH/TBCE/TCP1",29
"GO:0006283","GO:0006283","transcription-coupled nucleotide-excision repair","18/1487","70/12151",0.00151664897829727,0.0926048023219159,0.0882755442476432,"CDK7/COPS2/ERCC3/HMGN1/ISY1/LOC113983394/LOC113992976/POLR2B/POLR2D/POLR2G/POLR2H/POLR2J/POLR2K/RFC5/RPA1/RPA2/RPS27A/UBA52",18
"GO:0001657","GO:0001657","ureteric bud development","10/1487","29/12151",0.00162144123197265,0.0927247171151909,0.0883898530456135,"BMP4/FOXC2/OSR1/RARB/SDC1/SFRP1/SIX1/SMAD1/SMAD3/SMAD7",10
"GO:0006508","GO:0006508","proteolysis","47/1487","250/12151",0.00165612296773577,0.0927247171151909,0.0883898530456135,"ADAM12/ADAMTS18/AGBL1/ATG4A/C1S/CASP6/CASP7/CASP8/CNDP2/CPA6/CPQ/CPZ/CTSA/CTSL/DPP4/EIF3H/F10/FAP/FGL2/GGT5/HMCES/LGMN/LOC113983733/LOC113987295/LOC113990357/LOC113991586/LOC113994192/LOC113995895/LVRN/MALT1/MBTPS1/METAP1/MIPEP/MME/MMP2/PAPPA/PDIA3/RNPEP/RNPEPL1/SCPEP1/SFRP1/SPCS3/ST14/TMPRSS5/TMPRSS9/WFDC2/XPNPEP1",47
"GO:0022904","GO:0022904","respiratory electron transport chain","7/1487","16/12151",0.0016972732419929,0.0927247171151909,0.0883898530456135,"ETFA/ETFB/IMMP2L/LOC113987198/LOC113992387/NDUFA5/POLG2",7
"GO:0048566","GO:0048566","embryonic digestive tract development","7/1487","16/12151",0.0016972732419929,0.0927247171151909,0.0883898530456135,"ALDH1A2/GLI3/PCSK5/PKDCC/RARB/RARRES2/STRA6",7
"GO:0098869","GO:0098869","cellular oxidant detoxification","15/1487","55/12151",0.00194979349203522,0.103789007422183,0.0989368897442974,"GPX1/GPX3/GPX4/GPX8/GSR/GSTZ1/LOC113984280/LOC113986834/LOC114003675/MGST2/PRDX4/SELENOS/SRXN1/TP53INP1/TXNDC17",15
"GO:0021983","GO:0021983","pituitary gland development","10/1487","30/12151",0.00216902396953319,0.109826677091486,0.104692299428046,"ALDH1A2/BMP4/ETS1/GATA2/LHX3/LOC113992333/LOC114000289/MSX1/PITX1/TBX19",10
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","10/1487","30/12151",0.00216902396953319,0.109826677091486,0.104692299428046,"CD36/CHGA/LOC113988345/LOC113997382/PLA2G1B/RARRES2/RIPK2/ROMO1/RPL39/TIRAP",10
"GO:1902895","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","12/1487","40/12151",0.00225080076676429,0.110490026181318,0.105324637065652,"ATOH8/ETS1/GATA2/KLF5/LOC113992333/PPARG/PRL/SMAD1/SMAD3/SPI1/SRF/STAT3",12
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","8/1487","21/12151",0.00230361762198804,0.110490026181318,0.105324637065652,"LOC113996674/LOC114002081/RPS14/RPS19/RPS8/TSR1/TSR2/UTP3",8
"GO:0009653","GO:0009653","anatomical structure morphogenesis","20/1487","84/12151",0.00234179246241715,0.110490026181318,0.105324637065652,"CHUK/DKK3/EYA1/EYA4/F2R/FOXC2/FOXL2/LOC114000372/MPZL2/MRPL40/PITX1/PITX2/PITX3/SIX2/SIX4/SMAD1/SMAD3/SMAD7/TBX19/TSHB",20
"GO:0001649","GO:0001649","osteoblast differentiation","20/1487","85/12151",0.00271784086696879,0.125383058662827,0.119521422921668,"BMP3/BMP4/CCN1/CCN4/GTPBP4/IGFBP3/LOX/LRRC17/MSX2/MYOC/PHB/RBMX/RPS15/SFRP1/SHOX2/SNAI2/TPM4/UFL1/VCAN/WWOX",20
"GO:0006370","GO:0006370","7-methylguanosine mRNA capping","10/1487","31/12151",0.00285596289001293,0.12614848850355,0.120251069053176,"CDK7/CMTR2/ERCC3/LOC113983394/POLR2B/POLR2D/POLR2G/POLR2H/POLR2J/POLR2K",10
"GO:0006446","GO:0006446","regulation of translational initiation","10/1487","31/12151",0.00285596289001293,0.12614848850355,0.120251069053176,"ALKBH1/DDX1/EIF1/EIF2B1/EIF2B2/EIF3H/EIF5/EIF5B/MIF4GD/MTIF2",10
"GO:0060337","GO:0060337","type I interferon signaling pathway","8/1487","22/12151",0.00323638278978562,0.139973555658228,0.133429816771863,"IFI35/IRF1/IRF2/IRF6/IRF7/IRF8/LOC113992414/STAT2",8
"GO:0019731","GO:0019731","antibacterial humoral response","5/1487","10/12151",0.00403716258043018,0.167622990339461,0.159786645288605,"LOC113997382/OCIAD2/PLA2G1B/RPL39/WFDC2",5
"GO:0048333","GO:0048333","mesodermal cell differentiation","5/1487","10/12151",0.00403716258043018,0.167622990339461,0.159786645288605,"HMGA2/INHBA/ITGA8/ITGB1/ITGB4",5
"GO:0006954","GO:0006954","inflammatory response","38/1487","202/12151",0.00433202501096976,0.176338900446534,0.168095088144957,"ADORA2A/BLNK/CD40/CDO1/CEBPB/CHUK/F2R/GGT5/IL10RB/IL17B/IL17RA/IL18/ITCH/LACC1/LOC113982218/LOC113985449/LOC113987247/LOC113990875/LOC113991172/LOC113992842/LOC113994298/LOC114001475/LY86/MAPKAPK2/NFE2L2/NFKB1/NLRP3/PTGER3/RARRES2/RIPK2/SDC1/SMAD1/SMPDL3B/STAT3/TIRAP/TNFAIP6/TNFRSF1A/TNIP2",38
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","10/1487","33/12151",0.00474443994642845,0.189412640938182,0.180557633588775,"B2M/IFI30/IRF1/IRF2/IRF6/IRF7/IRF8/LOC113983275/LOC113992414/STAT2",10
"GO:0006955","GO:0006955","immune response","24/1487","114/12151",0.00515094257618925,0.201761448833375,0.192329136906371,"ACKR3/C1R/CCL28/CEBPB/CHUK/CRIP1/CTSL/ENPP1/ENPP2/ETS1/IL10RB/IL16/IL17B/IRF8/LCP2/LOC113982330/LOC113984272/LOC113985414/LOC113985449/LOC113991586/LOC113994298/PRELID1/RGS1/SMAD3",24
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","25/1487","121/12151",0.00561877938943917,0.211492806333241,0.201605555170111,"CD36/CD40/CHUK/DDRGK1/IL18/LAMTOR5/LOC113990357/LOC113991172/MALT1/NFKB1/NLRP3/NPM1/NTRK1/PLA2G1B/PRKCH/RAB7B/RIPK2/RIPK4/RPS27A/RPS3/STAT3/TAB1/TERF2IP/TIRAP/UBA52",25
"GO:0042769","GO:0042769","DNA damage response, detection of DNA damage","11/1487","39/12151",0.00571953001340298,0.211492806333241,0.201605555170111,"CFAP410/HMGA2/MRPS35/MRPS9/RFC5/RPA1/RPA2/RPS27A/RPS3/UBA52/UBE2B",11
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","11/1487","39/12151",0.00571953001340298,0.211492806333241,0.201605555170111,"ANGPT4/CD40/ETS1/GATA2/KDR/LOC113992333/LOC113997171/NFE2L2/P2RX4/SIRT1/VEGFC",11
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","8/1487","24/12151",0.00595381657093054,0.211492806333241,0.201605555170111,"CD36/CD40/IL16/IRF1/IRF8/LAPTM5/RIPK2/TIRAP",8
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","8/1487","24/12151",0.00595381657093054,0.211492806333241,0.201605555170111,"CHGA/IL22RA1/LOC113982330/LOC113988345/RARRES2/ROMO1/RPL30/RPS19",8
"GO:0051607","GO:0051607","defense response to virus","22/1487","103/12151",0.00603390039064805,0.211492806333241,0.201605555170111,"ABCC9/ABCE1/CD40/CNOT7/DDIT4/DDX1/EXOSC5/G3BP1/IL10RB/IRF1/IRF2/IRF7/ITCH/KCNJ8/LOC113983275/LOC113992414/LOC113999172/NT5C3A/POLR3D/POLR3F/STAT2/VAMP8",22
"GO:0034504","GO:0034504","protein localization to nucleus","9/1487","29/12151",0.00611250885356189,0.211492806333241,0.201605555170111,"BANP/BMP4/HHEX/LMNA/MDM2/MSX1/RPL11/SIX1/SIX4",9
"GO:0030225","GO:0030225","macrophage differentiation","6/1487","15/12151",0.00623407932794184,0.212163093193562,0.202244506238666,"BMP4/CASP8/EIF2AK1/LOC113982330/SIRT1/SPI1",6
"GO:0010744","GO:0010744","positive regulation of macrophage derived foam cell differentiation","5/1487","11/12151",0.00666134806930976,0.216077477998235,0.205975894248394,"CD36/IL18/LPL/NFKB1/PRKCH",5
"GO:0061042","GO:0061042","vascular wound healing","5/1487","11/12151",0.00666134806930976,0.216077477998235,0.205975894248394,"GATA2/HPSE/KDR/LOC113992333/LOC113997171",5
"GO:2001214","GO:2001214","positive regulation of vasculogenesis","5/1487","11/12151",0.00666134806930976,0.216077477998235,0.205975894248394,"KDR/LOC113997171/RAMP2/RAP1A/TMEM100",5
"GO:0039702","GO:0039702","viral budding via host ESCRT complex","7/1487","20/12151",0.00740021288567484,0.228839408897193,0.218141207142644,"CHMP2A/CHMP2B/CHMP4C/CHMP6/LOC113999365/VPS28/VPS37B",7
"GO:0042476","GO:0042476","odontogenesis","7/1487","20/12151",0.00740021288567484,0.228839408897193,0.218141207142644,"AQP3/BMP4/INHBA/LOC113999239/OSR1/PITX2/SDC1",7
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","10/1487","35/12151",0.00749570318160363,0.228839408897193,0.218141207142644,"CCN1/F2R/FOXL2/MALT1/MYC/NDUFA13/NLRP3/PDCD5/REST/SIRT1",10
"GO:0045454","GO:0045454","cell redox homeostasis","10/1487","35/12151",0.00749570318160363,0.228839408897193,0.218141207142644,"ERO1A/GPX1/GSR/HVCN1/LOC113987247/NFE2L2/PRDX4/SELENOS/SLC2A10/TXN2",10
"GO:0042407","GO:0042407","cristae formation","9/1487","30/12151",0.00780257380385993,0.232312569386114,0.221451997995078,"ATP5F1D/ATP5F1E/ATP5MC1/ATP5ME/ATP5MF/ATP5MG/ATP5PF/IMMT/LOC114002434",9
"GO:0008016","GO:0008016","regulation of heart contraction","8/1487","25/12151",0.00783327546099612,0.232312569386114,0.221451997995078,"KCNQ1/LOC114002601/LOC114002602/LOC114002603/LOC114002604/S100A1/TBX2/TPM1",8
"GO:0043312","GO:0043312","neutrophil degranulation","60/1487","362/12151",0.00842804054282343,0.246431157280302,0.234910544410794,"ACTR10/ANXA2/AP1M2/B2M/B4GALT1/CCT2/CD36/CD93/CHRNB4/COMMD3/CPPED1/CREG1/CTSA/DNAJC5G/EEF1A1/FGL2/GLB1L/GRN/GSN/HPSE/HSP90AA1/HVCN1/IQGAP1/ITGAV/LAMTOR1/LAMTOR2/LOC113983733/LOC113985414/LOC113987247/LOC113990250/LOC113991172/LOC113991485/LOC113992300/LOC113994192/LOC113996279/LOC113998420/LOC113998962/LOC114001475/LOC114002464/MME/NEU1/NFKB1/NPC2/PLEKHO2/PRDX4/PSMA5/PSMB1/PSMB7/PYGL/RAP1A/RHOA/RHOF/SDCBP2/SERPINB1/SRP14/STBD1/SVIP/TNFAIP6/VAMP8/VPS35L",60
"GO:0006309","GO:0006309","apoptotic DNA fragmentation","6/1487","16/12151",0.00895616297951123,0.251256680344126,0.239510475127754,"CASP7/DFFB/DNASE2B/ENDOG/EXOG/FOXL2",6
"GO:0030490","GO:0030490","maturation of SSU-rRNA","6/1487","16/12151",0.00895616297951123,0.251256680344126,0.239510475127754,"NOB1/RIOK1/RIOK2/RPS14/RPS19/RPS28",6
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","6/1487","16/12151",0.00895616297951123,0.251256680344126,0.239510475127754,"CCT2/CCT4/LOC113994013/NOP10/SHQ1/TCP1",6
"GO:0003198","GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","5/1487","12/12151",0.0102816617707132,0.284596397813342,0.271291566721977,"BMP4/ENG/MSX1/SNAI2/TMEM100",5
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","6/1487","17/12151",0.0124323383369006,0.335257002185127,0.319583796829955,"ITGAV/ITGB1/JAM3/LOC113988074/LOC113988082/LOC113988910",6
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","8/1487","27/12151",0.012879064498492,0.335257002185127,0.319583796829955,"BAK1/CEBPB/DNAJC10/ERN1/ERO1A/LOC113983275/SELENOK/TMEM117",8
"GO:0006956","GO:0006956","complement activation","7/1487","22/12151",0.0130808367904601,0.335257002185127,0.319583796829955,"C1QB/C1R/C1S/CFH/COLEC10/LOC113983733/LOC113986455",7
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","7/1487","22/12151",0.0130808367904601,0.335257002185127,0.319583796829955,"CASP8/LPL/MALT1/NLRP3/RIPK2/SMAD3/STAT3",7
"GO:0042311","GO:0042311","vasodilation","7/1487","22/12151",0.0130808367904601,0.335257002185127,0.319583796829955,"ADORA2A/BBS2/EXTL1/GCH1/GPX1/ITGA11/MKKS",7
