"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008203","cholesterol metabolic process","2/49","54/11439",0.0223270214381439,0.198210404684737,0.168459525229133,"LCAT/NFE2L1",2
"GO:0010628","positive regulation of gene expression","4/49","260/11439",0.0248400735927011,0.198210404684737,0.168459525229133,"CD34/LOC114001824/LOC114002160/TESC",4
"GO:0009653","anatomical structure morphogenesis","2/49","60/11439",0.0271723465589605,0.198210404684737,0.168459525229133,"IGF2BP3/NFE2L1",2
"GO:0050821","protein stabilization","3/49","157/11439",0.0294995500434073,0.198210404684737,0.168459525229133,"LOC114002160/RASSF2/TESC",3
"GO:0010951","negative regulation of endopeptidase activity","2/49","63/11439",0.0297400856965887,0.198210404684737,0.168459525229133,"C3/LOC113992168",2
"GO:0043065","positive regulation of apoptotic process","4/49","278/11439",0.0307570985296485,0.198210404684737,0.168459525229133,"FGD3/MELK/RASSF2/SYCE3",4
"GO:0008584","male gonad development","2/49","65/11439",0.0315037651931729,0.198210404684737,0.168459525229133,"LOC114002160/TESC",2
"GO:0043087","regulation of GTPase activity","2/49","65/11439",0.0315037651931729,0.198210404684737,0.168459525229133,"EPHA1/FGD3",2
"GO:0007613","memory","2/49","70/11439",0.0360886240233567,0.198210404684737,0.168459525229133,"LOC113991532/LOC113994845",2
"GO:0000244","spliceosomal tri-snRNP complex assembly","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"USP43",1
"GO:0000731","DNA synthesis involved in DNA repair","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"RFC3",1
"GO:0003094","glomerular filtration","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"CD34",1
"GO:0007130","synaptonemal complex assembly","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"SYCE3",1
"GO:0009268","response to pH","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"LOC113994845",1
"GO:0030195","negative regulation of blood coagulation","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"CD34",1
"GO:0030301","cholesterol transport","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"LCAT",1
"GO:0036148","phosphatidylglycerol acyl-chain remodeling","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"PLA2G4A",1
"GO:0040029","regulation of gene expression, epigenetic","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"KLF2",1
"GO:0043032","positive regulation of macrophage activation","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"PLA2G4A",1
"GO:0043249","erythrocyte maturation","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"KLF2",1
"GO:0045670","regulation of osteoclast differentiation","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"RASSF2",1
"GO:0050482","arachidonic acid secretion","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"PLA2G4A",1
"GO:0071470","cellular response to osmotic stress","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"LOC114001824",1
"GO:0072089","stem cell proliferation","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"CD34",1
"GO:1900264","positive regulation of DNA-directed DNA polymerase activity","1/49","10/11439",0.0420357834935576,0.198210404684737,0.168459525229133,"RFC3",1
"GO:0006954","inflammatory response","3/49","186/11439",0.0451711728479952,0.198210404684737,0.168459525229133,"C3/LOC113992168/LOC114001824",3
"GO:0009313","oligosaccharide catabolic process","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"CTBS",1
"GO:0032688","negative regulation of interferon-beta production","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"LOC114001824",1
"GO:0034375","high-density lipoprotein particle remodeling","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"LCAT",1
"GO:0036499","PERK-mediated unfolded protein response","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"ATF3",1
"GO:0046849","bone remodeling","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"RASSF2",1
"GO:0048872","homeostasis of number of cells","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"RASSF2",1
"GO:0061042","vascular wound healing","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"CD34",1
"GO:0071425","hematopoietic stem cell proliferation","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"CD34",1
"GO:2001214","positive regulation of vasculogenesis","1/49","11/11439",0.0461429010549207,0.198210404684737,0.168459525229133,"CD34",1
"GO:0000722","telomere maintenance via recombination","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"RAD51D",1
"GO:0002064","epithelial cell development","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"LOC114000433",1
"GO:0006271","DNA strand elongation involved in DNA replication","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"RFC3",1
"GO:0006957","complement activation, alternative pathway","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"C3",1
"GO:0007093","mitotic cell cycle checkpoint","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"CHFR",1
"GO:0036150","phosphatidylserine acyl-chain remodeling","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"PLA2G4A",1
"GO:0036152","phosphatidylethanolamine acyl-chain remodeling","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"PLA2G4A",1
"GO:0043011","myeloid dendritic cell differentiation","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"LOC114001824",1
"GO:0043691","reverse cholesterol transport","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"LCAT",1
"GO:0046470","phosphatidylcholine metabolic process","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"LCAT",1
"GO:0097242","amyloid-beta clearance","1/49","12/11439",0.0502327678599875,0.198210404684737,0.168459525229133,"C3",1
"GO:0050900","leukocyte migration","2/49","87/11439",0.0534110592004054,0.198210404684737,0.168459525229133,"CD34/LOC113984271",2
"GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","1/49","13/11439",0.0543054548622509,0.198210404684737,0.168459525229133,"MELK",1
"GO:0045019","negative regulation of nitric oxide biosynthetic process","1/49","13/11439",0.0543054548622509,0.198210404684737,0.168459525229133,"CD34",1
"GO:0045667","regulation of osteoblast differentiation","1/49","13/11439",0.0543054548622509,0.198210404684737,0.168459525229133,"RASSF2",1
"GO:0051932","synaptic transmission, GABAergic","1/49","13/11439",0.0543054548622509,0.198210404684737,0.168459525229133,"RAC3",1
"GO:0070207","protein homotrimerization","1/49","13/11439",0.0543054548622509,0.198210404684737,0.168459525229133,"LOC113994845",1
"GO:0070588","calcium ion transmembrane transport","2/49","89/11439",0.0556112192934182,0.198210404684737,0.168459525229133,"LOC113994845/LOC114000001",2
"GO:0006629","lipid metabolic process","2/49","91/11439",0.0578430698544711,0.198210404684737,0.168459525229133,"LCAT/PLIN1",2
"GO:0001516","prostaglandin biosynthetic process","1/49","14/11439",0.0583610327295492,0.198210404684737,0.168459525229133,"PLA2G4A",1
"GO:0001732","formation of cytoplasmic translation initiation complex","1/49","14/11439",0.0583610327295492,0.198210404684737,0.168459525229133,"LOC113985040",1
"GO:0001935","endothelial cell proliferation","1/49","14/11439",0.0583610327295492,0.198210404684737,0.168459525229133,"CD34",1
"GO:0016322","neuron remodeling","1/49","14/11439",0.0583610327295492,0.198210404684737,0.168459525229133,"C3",1
"GO:0033630","positive regulation of cell adhesion mediated by integrin","1/49","14/11439",0.0583610327295492,0.198210404684737,0.168459525229133,"RAC3",1
"GO:0048260","positive regulation of receptor-mediated endocytosis","1/49","14/11439",0.0583610327295492,0.198210404684737,0.168459525229133,"C3",1
"GO:1901653","cellular response to peptide","1/49","14/11439",0.0583610327295492,0.198210404684737,0.168459525229133,"KLF2",1
"GO:0006911","phagocytosis, engulfment","1/49","15/11439",0.0623995718451951,0.198210404684737,0.168459525229133,"LOC113984271",1
"GO:0019369","arachidonic acid metabolic process","1/49","15/11439",0.0623995718451951,0.198210404684737,0.168459525229133,"PLA2G4A",1
"GO:0032733","positive regulation of interleukin-10 production","1/49","15/11439",0.0623995718451951,0.198210404684737,0.168459525229133,"CD34",1
"GO:0046475","glycerophospholipid catabolic process","1/49","15/11439",0.0623995718451951,0.198210404684737,0.168459525229133,"PLA2G4A",1
"GO:0046847","filopodium assembly","1/49","15/11439",0.0623995718451951,0.198210404684737,0.168459525229133,"FGD3",1
"GO:0098703","calcium ion import across plasma membrane","1/49","15/11439",0.0623995718451951,0.198210404684737,0.168459525229133,"LOC114000001",1
"GO:1904262","negative regulation of TORC1 signaling","1/49","15/11439",0.0623995718451951,0.198210404684737,0.168459525229133,"DEPDC5",1
"GO:0001676","long-chain fatty acid metabolic process","1/49","16/11439",0.0664211423090943,0.205878010628215,0.174976242951075,"ACAD9",1
"GO:0036151","phosphatidylcholine acyl-chain remodeling","1/49","16/11439",0.0664211423090943,0.205878010628215,0.174976242951075,"PLA2G4A",1
"GO:0045087","innate immune response","3/49","219/11439",0.0671009812417885,0.205878010628215,0.174976242951075,"LOC113984271/LOC113992168/LOC114001824",3
"GO:0001817","regulation of cytokine production","1/49","17/11439",0.0704258139388634,0.208955711686738,0.177591988879956,"IGF2BP3",1
"GO:0001954","positive regulation of cell-matrix adhesion","1/49","17/11439",0.0704258139388634,0.208955711686738,0.177591988879956,"EPHA1",1
"GO:0022400","regulation of rhodopsin mediated signaling pathway","1/49","17/11439",0.0704258139388634,0.208955711686738,0.177591988879956,"PDE6G",1
"GO:0006955","immune response","2/49","104/11439",0.073076600051322,0.211491444138465,0.179747114316512,"C3/LOC113984271",2
"GO:0021591","ventricular system development","1/49","18/11439",0.0744136562709414,0.211491444138465,0.179747114316512,"LOC114000433",1
"GO:0042311","vasodilation","1/49","18/11439",0.0744136562709414,0.211491444138465,0.179747114316512,"KLF2",1
"GO:0048873","homeostasis of number of cells within a tissue","1/49","18/11439",0.0744136562709414,0.211491444138465,0.179747114316512,"RAC3",1
"GO:0001894","tissue homeostasis","1/49","19/11439",0.0783847385616973,0.211638794116583,0.179872347436316,"CD34",1
"GO:0008306","associative learning","1/49","19/11439",0.0783847385616973,0.211638794116583,0.179872347436316,"LOC113994845",1
"GO:0010575","positive regulation of vascular endothelial growth factor production","1/49","19/11439",0.0783847385616973,0.211638794116583,0.179872347436316,"C3",1
"GO:0032703","negative regulation of interleukin-2 production","1/49","19/11439",0.0783847385616973,0.211638794116583,0.179872347436316,"CD34",1
"GO:2000379","positive regulation of reactive oxygen species metabolic process","1/49","19/11439",0.0783847385616973,0.211638794116583,0.179872347436316,"LOC113991532",1
"GO:0030031","cell projection assembly","1/49","20/11439",0.0823391297885343,0.21584043730975,0.183443334633628,"RAC3",1
"GO:0031954","positive regulation of protein autophosphorylation","1/49","20/11439",0.0823391297885343,0.21584043730975,0.183443334633628,"RASSF2",1
"GO:0042276","error-prone translesion synthesis","1/49","20/11439",0.0823391297885343,0.21584043730975,0.183443334633628,"RFC3",1
"GO:0006261","DNA-dependent DNA replication","1/49","21/11439",0.0862768986509883,0.218762239301005,0.185926581550172,"RFC3",1
"GO:0030865","cortical cytoskeleton organization","1/49","21/11439",0.0862768986509883,0.218762239301005,0.185926581550172,"RAC3",1
"GO:0006783","heme biosynthetic process","1/49","22/11439",0.0901981135718242,0.218762239301005,0.185926581550172,"NFE2L1",1
"GO:0019882","antigen processing and presentation","1/49","22/11439",0.0901981135718242,0.218762239301005,0.185926581550172,"LOC114001824",1
"GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","1/49","22/11439",0.0901981135718242,0.218762239301005,0.185926581550172,"PDE6G",1
"GO:0070987","error-free translesion synthesis","1/49","22/11439",0.0901981135718242,0.218762239301005,0.185926581550172,"RFC3",1
"GO:0099560","synaptic membrane adhesion","1/49","22/11439",0.0901981135718242,0.218762239301005,0.185926581550172,"LOC114000969",1
"GO:1901223","negative regulation of NIK/NF-kappaB signaling","1/49","22/11439",0.0901981135718242,0.218762239301005,0.185926581550172,"RASSF2",1
"GO:0018108","peptidyl-tyrosine phosphorylation","2/49","118/11439",0.0907458177841207,0.218762239301005,0.185926581550172,"EPHA1/MELK",2
"GO:0006297","nucleotide-excision repair, DNA gap filling","1/49","23/11439",0.0941028426981252,0.219032478693912,0.186156258695021,"RFC3",1
"GO:0032715","negative regulation of interleukin-6 production","1/49","23/11439",0.0941028426981252,0.219032478693912,0.186156258695021,"KLF2",1
"GO:0033137","negative regulation of peptidyl-serine phosphorylation","1/49","23/11439",0.0941028426981252,0.219032478693912,0.186156258695021,"RASSF2",1
"GO:0045429","positive regulation of nitric oxide biosynthetic process","1/49","23/11439",0.0941028426981252,0.219032478693912,0.186156258695021,"KLF2",1
"GO:0001975","response to amphetamine","1/49","24/11439",0.0979911539023813,0.224217047064771,0.190562636491696,"LOC113994845",1
"GO:0032007","negative regulation of TOR signaling","1/49","24/11439",0.0979911539023813,0.224217047064771,0.190562636491696,"DEPDC5",1
"GO:0001662","behavioral fear response","1/49","25/11439",0.101863114783571,0.229192008263035,0.194790868621215,"LOC113994845",1
"GO:0032201","telomere maintenance via semi-conservative replication","1/49","25/11439",0.101863114783571,0.229192008263035,0.194790868621215,"RFC3",1
"GO:0035914","skeletal muscle cell differentiation","1/49","26/11439",0.10571879266824,0.232065642442478,0.197233177592437,"ATF3",1
"GO:0050853","B cell receptor signaling pathway","1/49","26/11439",0.10571879266824,0.232065642442478,0.197233177592437,"LOC113984271",1
"GO:0050885","neuromuscular process controlling balance","1/49","26/11439",0.10571879266824,0.232065642442478,0.197233177592437,"RAC3",1
"GO:0030036","actin cytoskeleton organization","2/49","132/11439",0.109528581041432,0.23437759508919,0.199198112005627,"FGD3/RAC3",2
"GO:0008360","regulation of cell shape","2/49","133/11439",0.110907848838288,0.23437759508919,0.199198112005627,"FGD3/RAC3",2
"GO:0044267","cellular protein metabolic process","2/49","133/11439",0.110907848838288,0.23437759508919,0.199198112005627,"C3/LOC113992168",2
"GO:0032720","negative regulation of tumor necrosis factor production","1/49","28/11439",0.113381567398466,0.23437759508919,0.199198112005627,"CD34",1
"GO:0042572","retinol metabolic process","1/49","28/11439",0.113381567398466,0.23437759508919,0.199198112005627,"LOC114001898",1
"GO:1905606","regulation of presynapse assembly","1/49","28/11439",0.113381567398466,0.23437759508919,0.199198112005627,"LOC114000969",1
"GO:0072659","protein localization to plasma membrane","2/49","136/11439",0.115073430869173,0.23437759508919,0.199198112005627,"LOC114002160/TESC",2
"GO:0051056","regulation of small GTPase mediated signal transduction","2/49","137/11439",0.116471008572261,0.23437759508919,0.199198112005627,"FGD3/RAC3",2
"GO:0006400","tRNA modification","1/49","29/11439",0.117188797544595,0.23437759508919,0.199198112005627,"TRMT1",1
"GO:0009408","response to heat","1/49","29/11439",0.117188797544595,0.23437759508919,0.199198112005627,"LOC114000001",1
"GO:0034394","protein localization to cell surface","1/49","29/11439",0.117188797544595,0.23437759508919,0.199198112005627,"USP43",1
"GO:0045773","positive regulation of axon extension","1/49","29/11439",0.117188797544595,0.23437759508919,0.199198112005627,"LOC114000001",1
"GO:0006656","phosphatidylcholine biosynthetic process","1/49","30/11439",0.120980011297471,0.238427759491367,0.202640356994612,"LCAT",1
"GO:0071108","protein K48-linked deubiquitination","1/49","30/11439",0.120980011297471,0.238427759491367,0.202640356994612,"MINDY1",1
"GO:0030282","bone mineralization","1/49","31/11439",0.124755274637503,0.242330389583639,0.20595721219974,"CLEC3B",1
"GO:0043086","negative regulation of catalytic activity","1/49","31/11439",0.124755274637503,0.242330389583639,0.20595721219974,"PDE6G",1
"GO:0019985","translesion synthesis","1/49","32/11439",0.12851465327905,0.247849688466738,0.210648078307014,"RFC3",1
"GO:0006094","gluconeogenesis","1/49","33/11439",0.132258212671469,0.251476883248567,0.213730840343812,"ATF3",1
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","1/49","33/11439",0.132258212671469,0.251476883248567,0.213730840343812,"LOC113991532",1
"GO:0048870","cell motility","1/49","34/11439",0.135986018000164,0.256196132454988,0.217741742203459,"CD34",1
"GO:0003341","cilium movement","1/49","35/11439",0.139698134187625,0.256196132454988,0.217741742203459,"LOC114000433",1
"GO:0006296","nucleotide-excision repair, DNA incision, 5'-to lesion","1/49","35/11439",0.139698134187625,0.256196132454988,0.217741742203459,"RFC3",1
"GO:0045454","cell redox homeostasis","1/49","35/11439",0.139698134187625,0.256196132454988,0.217741742203459,"TXNRD3",1
"GO:0051028","mRNA transport","1/49","35/11439",0.139698134187625,0.256196132454988,0.217741742203459,"IGF2BP3",1
"GO:0007223","Wnt signaling pathway, calcium modulating pathway","1/49","36/11439",0.143394625894466,0.256196132454988,0.217741742203459,"PDE6G",1
"GO:0033683","nucleotide-excision repair, DNA incision","1/49","36/11439",0.143394625894466,0.256196132454988,0.217741742203459,"RFC3",1
"GO:0034097","response to cytokine","1/49","36/11439",0.143394625894466,0.256196132454988,0.217741742203459,"LOC114001824",1
"GO:0046777","protein autophosphorylation","2/49","156/11439",0.143797057516314,0.256196132454988,0.217741742203459,"EPHA1/MELK",2
"GO:0035556","intracellular signal transduction","3/49","308/11439",0.144815807216081,0.256196132454988,0.217741742203459,"DEPDC5/MELK/RAC3",3
"GO:0006654","phosphatidic acid biosynthetic process","1/49","37/11439",0.147075557520456,0.256196132454988,0.217741742203459,"PLA2G4A",1
"GO:0042742","defense response to bacterium","1/49","37/11439",0.147075557520456,0.256196132454988,0.217741742203459,"LOC113984271",1
"GO:0071347","cellular response to interleukin-1","1/49","37/11439",0.147075557520456,0.256196132454988,0.217741742203459,"KLF2",1
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","1/49","38/11439",0.150740993205555,0.260897872855768,0.221737763284824,"RAC3",1
"GO:0006814","sodium ion transport","1/49","39/11439",0.154390996830932,0.261342154357099,0.222115359258665,"LOC113994845",1
"GO:0007052","mitotic spindle organization","1/49","39/11439",0.154390996830932,0.261342154357099,0.222115359258665,"SPC25",1
"GO:0042769","DNA damage response, detection of DNA damage","1/49","39/11439",0.154390996830932,0.261342154357099,0.222115359258665,"RFC3",1
"GO:0051301","cell division","3/49","320/11439",0.156974074577834,0.261342154357099,0.222115359258665,"CHFR/SPC25/SYCE3",3
"GO:0001523","retinoid metabolic process","1/49","40/11439",0.158025632019992,0.261342154357099,0.222115359258665,"LOC114001898",1
"GO:0022900","electron transport chain","1/49","40/11439",0.158025632019992,0.261342154357099,0.222115359258665,"LOC113991532",1
"GO:0031648","protein destabilization","1/49","40/11439",0.158025632019992,0.261342154357099,0.222115359258665,"CHFR",1
"GO:0000723","telomere maintenance","1/49","41/11439",0.161644962139391,0.261342154357099,0.222115359258665,"RAD51D",1
"GO:0006635","fatty acid beta-oxidation","1/49","41/11439",0.161644962139391,0.261342154357099,0.222115359258665,"ECH1",1
"GO:0009617","response to bacterium","1/49","41/11439",0.161644962139391,0.261342154357099,0.222115359258665,"C3",1
"GO:0043525","positive regulation of neuron apoptotic process","1/49","41/11439",0.161644962139391,0.261342154357099,0.222115359258665,"LOC113991532",1
"GO:0016042","lipid catabolic process","1/49","42/11439",0.165249050300048,0.264007358467532,0.22438052298605,"PLIN1",1
"GO:0045860","positive regulation of protein kinase activity","1/49","42/11439",0.165249050300048,0.264007358467532,0.22438052298605,"RASSF2",1
"GO:0090307","mitotic spindle assembly","1/49","43/11439",0.168837959358159,0.266586251618146,0.226572330809964,"MZT1",1
"GO:1901215","negative regulation of neuron death","1/49","43/11439",0.168837959358159,0.266586251618146,0.226572330809964,"CD34",1
"GO:0007163","establishment or maintenance of cell polarity","1/49","47/11439",0.1830430528299,0.285674128694064,0.242795165907625,"RAC3",1
"GO:0071560","cellular response to transforming growth factor beta stimulus","1/49","47/11439",0.1830430528299,0.285674128694064,0.242795165907625,"CLEC3B",1
"GO:0007249","I-kappaB kinase/NF-kappaB signaling","1/49","48/11439",0.18655700037303,0.288706875093238,0.245372704757606,"LOC114001824",1
"GO:0031397","negative regulation of protein ubiquitination","1/49","49/11439",0.190056140657617,0.288706875093238,0.245372704757606,"USP43",1
"GO:0032981","mitochondrial respiratory chain complex I assembly","1/49","49/11439",0.190056140657617,0.288706875093238,0.245372704757606,"ACAD9",1
"GO:0042632","cholesterol homeostasis","1/49","49/11439",0.190056140657617,0.288706875093238,0.245372704757606,"LCAT",1
"GO:0008217","regulation of blood pressure","1/49","50/11439",0.193540534784726,0.288706875093238,0.245372704757606,"CD34",1
"GO:0036297","interstrand cross-link repair","1/49","50/11439",0.193540534784726,0.288706875093238,0.245372704757606,"RAD51D",1
"GO:0051496","positive regulation of stress fiber assembly","1/49","50/11439",0.193540534784726,0.288706875093238,0.245372704757606,"EPHA1",1
"GO:0070301","cellular response to hydrogen peroxide","1/49","50/11439",0.193540534784726,0.288706875093238,0.245372704757606,"KLF2",1
"GO:0098869","cellular oxidant detoxification","1/49","51/11439",0.197010243608639,0.292267943815014,0.248399266088394,"TXNRD3",1
"GO:0006631","fatty acid metabolic process","1/49","52/11439",0.200465327737826,0.294161078745723,0.250008246263421,"C3",1
"GO:0038061","NIK/NF-kappaB signaling","1/49","52/11439",0.200465327737826,0.294161078745723,0.250008246263421,"LOC114001824",1
"GO:0034446","substrate adhesion-dependent cell spreading","1/49","53/11439",0.203905847535916,0.295992359326329,0.251564656269551,"EPHA1",1
"GO:0035019","somatic stem cell population maintenance","1/49","53/11439",0.203905847535916,0.295992359326329,0.251564656269551,"EPHA1",1
"GO:0006281","DNA repair","2/49","198/11439",0.207982662741382,0.300295823209482,0.255222181129306,"RAD51D/RFC3",2
"GO:0010506","regulation of autophagy","1/49","56/11439",0.2141406209276,0.307542381119425,0.261381049060564,"DEPDC5",1
"GO:0070373","negative regulation of ERK1 and ERK2 cascade","1/49","58/11439",0.220892077269784,0.315560110385406,0.268195337481554,"ATF3",1
"GO:0007283","spermatogenesis","2/49","211/11439",0.228489762960437,0.322656847615481,0.274226872437329,"SYCE3/TXNRD3",2
"GO:0000902","cell morphogenesis","1/49","61/11439",0.230912853602558,0.322656847615481,0.274226872437329,"KLF2",1
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","1/49","61/11439",0.230912853602558,0.322656847615481,0.274226872437329,"CHFR",1
"GO:0035725","sodium ion transmembrane transport","1/49","61/11439",0.230912853602558,0.322656847615481,0.274226872437329,"LOC113994845",1
"GO:0033674","positive regulation of kinase activity","1/49","62/11439",0.234224970861609,0.322656847615481,0.274226872437329,"EPHA1",1
"GO:0035264","multicellular organism growth","1/49","62/11439",0.234224970861609,0.322656847615481,0.274226872437329,"KLF2",1
"GO:0046330","positive regulation of JNK cascade","1/49","62/11439",0.234224970861609,0.322656847615481,0.274226872437329,"RASSF2",1
"GO:0007059","chromosome segregation","1/49","63/11439",0.237523114170722,0.325539293533477,0.276676670527477,"SPC25",1
"GO:0032956","regulation of actin cytoskeleton organization","1/49","64/11439",0.240807341263341,0.326723528347246,0.277683154696685,"RAC3",1
"GO:0045727","positive regulation of translation","1/49","64/11439",0.240807341263341,0.326723528347246,0.277683154696685,"LOC113985040",1
"GO:0006625","protein targeting to peroxisome","1/49","65/11439",0.244077709639437,0.327865580112677,0.278653787386213,"ECH1",1
"GO:0017148","negative regulation of translation","1/49","65/11439",0.244077709639437,0.327865580112677,0.278653787386213,"IGF2BP3",1
"GO:0031398","positive regulation of protein ubiquitination","1/49","66/11439",0.247334276566435,0.330595320163056,0.2809738003725,"CHFR",1
"GO:0000724","double-strand break repair via homologous recombination","1/49","68/11439",0.253806233985605,0.337574793971001,0.286905672848648,"RAD51D",1
"GO:0032922","circadian regulation of gene expression","1/49","69/11439",0.257021737858149,0.340175829518139,0.289116299551479,"LOC114001824",1
"GO:0006283","transcription-coupled nucleotide-excision repair","1/49","70/11439",0.260223667044161,0.34117575486244,0.289966138635524,"RFC3",1
"GO:0006511","ubiquitin-dependent protein catabolic process","2/49","231/11439",0.260304464820973,0.34117575486244,0.289966138635524,"CHFR/USP43",2
"GO:0071356","cellular response to tumor necrosis factor","1/49","71/11439",0.263412077662055,0.34358097086355,0.292010337809957,"KLF2",1
"GO:0007160","cell-matrix adhesion","1/49","72/11439",0.266587025603167,0.346050465927188,0.294109167922522,"CD34",1
"GO:0042391","regulation of membrane potential","1/49","73/11439",0.269748566532651,0.347557189105667,0.295389735770119,"LOC113994845",1
"GO:0002223","stimulatory C-type lectin receptor signaling pathway","1/49","74/11439",0.272896755890376,0.347557189105667,0.295389735770119,"LOC114001824",1
"GO:0006661","phosphatidylinositol biosynthetic process","1/49","74/11439",0.272896755890376,0.347557189105667,0.295389735770119,"SH3YL1",1
"GO:0032508","DNA duplex unwinding","1/49","74/11439",0.272896755890376,0.347557189105667,0.295389735770119,"RFC3",1
"GO:0031647","regulation of protein stability","1/49","75/11439",0.276031648891817,0.349899273243148,0.297380279013669,"USP43",1
"GO:0034599","cellular response to oxidative stress","1/49","78/11439",0.285357098565913,0.35835542610603,0.30456718476068,"NFE2L1",1
"GO:0120162","positive regulation of cold-induced thermogenesis","1/49","78/11439",0.285357098565913,0.35835542610603,0.30456718476068,"LOC114000001",1
